Protein stable ID	Gene name
ENSMUSP00000103058	Zbtb7b
ENSMUSP00000103055	Zbtb7b
ENSMUSP00000029677	Zbtb7b
ENSMUSP00000123348	Zbtb7b
ENSMUSP00000115425	Zbtb7b
ENSMUSP00000121498	Zbtb7b
ENSMUSP00000120641	Zbtb7b
	Zbtb7b
	Gm47544
	Gm50038
ENSMUSP00000149936	Prkcsh
ENSMUSP00000003493	Prkcsh
ENSMUSP00000110987	Prkcsh
ENSMUSP00000150233	Prkcsh
	Prkcsh
ENSMUSP00000076827	Cyp4f37
	Cyp4f37
	Gm56764
	Gm27174
	Gm27174
	Gm27174
	Gm27174
	Mir326
	Gm44914
ENSMUSP00000137154	Tpbgl
	1810041H14Rik
	1810041H14Rik
	1810041H14Rik
	1810041H14Rik
	1810041H14Rik
	Gm25895
ENSMUSP00000137495	Samt1
ENSMUSP00000137062	Samt1
	Gm25409
	Gm56765
	2810402E24Rik
ENSMUSP00000136221	Samt1b
ENSMUSP00000137533	Gm5645
	Cyp4f38-ps
	9330188P03Rik
	9330188P03Rik
	9330188P03Rik
	9330188P03Rik
	9330188P03Rik
	9330188P03Rik
	9330188P03Rik
	9330188P03Rik
	9330188P03Rik
ENSMUSP00000116409	Samt1c
ENSMUSP00000054053	Pfn3
	Gm15143
ENSMUSP00000021948	F12
ENSMUSP00000125771	F12
	Gm5947
ENSMUSP00000157311	Cyp4f40
ENSMUSP00000129536	Cyp4f40
	Cyp4f40
ENSMUSP00000108184	Samt1d
ENSMUSP00000090633	Ahnak
ENSMUSP00000157404	Ahnak
ENSMUSP00000090632	Ahnak
ENSMUSP00000158470	Ahnak
	Ahnak
	Gm5645
	Gm16445
	Gm6620
	Gm15147
	Gm5060
	Gm15141
ENSMUSP00000125468	Rsrc1
ENSMUSP00000123699	Rsrc1
ENSMUSP00000066797	Rsrc1
	Rsrc1
ENSMUSP00000066967	Rsrc1
ENSMUSP00000047077	Rsrc1
ENSMUSP00000125547	Rsrc1
ENSMUSP00000124347	Rsrc1
ENSMUSP00000124925	Rsrc1
	Rsrc1
	Gm5646
	Gm35823
	Gm35823
	Gm35823
	Gm35823
	Gm8569
ENSMUSP00000026029	Samt4
	Gm41178
	5830448L01Rik
	Gm30108
	Gm30108
	Gm30108
ENSMUSP00000098697	Samt2
	Adarb1
ENSMUSP00000020496	Adarb1
ENSMUSP00000095976	Adarb1
ENSMUSP00000101044	Adarb1
ENSMUSP00000122102	Adarb1
ENSMUSP00000101046	Adarb1
	Adarb1
	Adarb1
	Adarb1
	Adarb1
ENSMUSP00000114608	Adarb1
	Adarb1
	Adarb1
ENSMUSP00000113248	Fgfr2
ENSMUSP00000130971	Fgfr2
ENSMUSP00000120100	Fgfr2
ENSMUSP00000113994	Fgfr2
	Fgfr2
ENSMUSP00000112430	Fgfr2
	Fgfr2
ENSMUSP00000113452	Fgfr2
ENSMUSP00000113187	Fgfr2
ENSMUSP00000113474	Fgfr2
ENSMUSP00000113010	Fgfr2
ENSMUSP00000112992	Fgfr2
ENSMUSP00000113180	Fgfr2
ENSMUSP00000112623	Fgfr2
ENSMUSP00000113415	Fgfr2
ENSMUSP00000112580	Fgfr2
ENSMUSP00000113993	Fgfr2
ENSMUSP00000112471	Fgfr2
ENSMUSP00000112585	Fgfr2
ENSMUSP00000112672	Fgfr2
	Fgfr2
	Fgfr2
	Fgfr2
	Fgfr2
ENSMUSP00000122856	Fgfr2
	Fgfr2
	Fgfr2
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
	E130202H07Rik
ENSMUSP00000080966	Samt2b
ENSMUSP00000129264	Cyp4f15
	Cyp4f15
	Cyp4f15
ENSMUSP00000008801	Cyp4f15
	Gm4789
ENSMUSP00000112313	Tesl1
ENSMUSP00000136747	Tesl1
ENSMUSP00000025554	Scgb1a1
	Tesl2
	Gm55509
	Gm4732
	Gm6382
	Gm15014
ENSMUSP00000153623	Grk6
ENSMUSP00000001115	Grk6
ENSMUSP00000153344	Grk6
ENSMUSP00000153668	Grk6
ENSMUSP00000097081	Grk6
ENSMUSP00000152968	Grk6
	Grk6
ENSMUSP00000051709	Asrgl1
	Asrgl1
ENSMUSP00000108538	Nxt2
ENSMUSP00000048221	Nxt2
ENSMUSP00000108536	Nxt2
	Nxt2
ENSMUSP00000108535	Nxt2
	Gm52147
	Gm56767
	1700031C06Rik
ENSMUSP00000143770	Rufy3
ENSMUSP00000143302	Rufy3
ENSMUSP00000143115	Rufy3
ENSMUSP00000031229	Rufy3
	Rufy3
	Rufy3
ENSMUSP00000143209	Rufy3
	Rufy3
	Gm30716
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
	Dleu2
ENSMUSP00000147411	Erhrt-ps
ENSMUSP00000092988	Mboat4
	Gm39158
ENSMUSP00000066249	Arhgef10l
ENSMUSP00000095431	Arhgef10l
ENSMUSP00000101425	Arhgef10l
ENSMUSP00000101424	Arhgef10l
ENSMUSP00000101423	Arhgef10l
ENSMUSP00000119471	Arhgef10l
ENSMUSP00000040531	Arhgef10l
ENSMUSP00000122667	Arhgef10l
ENSMUSP00000123642	Arhgef10l
ENSMUSP00000117038	Arhgef10l
	Arhgef10l
ENSMUSP00000120437	Arhgef10l
ENSMUSP00000033910	Leprotl1
ENSMUSP00000146206	Zfp950
ENSMUSP00000145951	Zfp950
	Zfp950
ENSMUSP00000145786	Zfp950
ENSMUSP00000146094	Zfp950
ENSMUSP00000145648	Zfp950
ENSMUSP00000146243	Zfp950
ENSMUSP00000145709	Zfp950
ENSMUSP00000145915	Zfp950
ENSMUSP00000145979	Zfp950
ENSMUSP00000111184	Eef1akmt4
ENSMUSP00000113772	Eef1akmt4
	Gm50046
	Gm6452
	Gm45269
	Gm17948
ENSMUSP00000127178	Zfp871
ENSMUSP00000050501	Zfp871
	Zfp871
	Saraf
ENSMUSP00000033933	Saraf
	Saraf
	Saraf
ENSMUSP00000159294	Saraf
	Gm22365
	Gm5521
ENSMUSP00000113475	Eef1ece2
ENSMUSP00000078550	Eef1ece2
ENSMUSP00000137574	Mplkipl1
	Gm6020
	Csf2ra
ENSMUSP00000075423	Csf2ra
ENSMUSP00000158457	Csf2ra
	Csf2ra
	Csf2ra
	Csf2ra
	Csf2ra
	Csf2ra
	Gm17115
	Mir6395
	Gm55881
	Gm6100
ENSMUSP00000144038	Zfp811
ENSMUSP00000157159	Zfp811
ENSMUSP00000079709	Zfp811
	Gm8254
	Gm4889
ENSMUSP00000029848	Col24a1
ENSMUSP00000119736	Col24a1
	Col24a1
	Col24a1
	Gm45350
	Gm33831
	Gm45349
	Gm8268
	Gm33968
	Gm23294
	Gm55909
	B930018H19Rik
	Gm5643
	Gm26693
	Gm34474
ENSMUSP00000127773	Kcne5
	Gm34533
	Gm34597
ENSMUSP00000144480	Zfp799
ENSMUSP00000144187	Zfp799
ENSMUSP00000144087	Zfp799
ENSMUSP00000143907	Zfp799
ENSMUSP00000136298	Zfp799
ENSMUSP00000108528	Acsl4
ENSMUSP00000108524	Acsl4
ENSMUSP00000108525	Acsl4
ENSMUSP00000033634	Acsl4
	Acsl4
	Gm45469
ENSMUSP00000147736	Ppp1r3b
ENSMUSP00000065679	Ppp1r3b
ENSMUSP00000147633	Ppp1r3b
	Ppp1r3b
	Gm45301
	Gm34853
ENSMUSP00000033927	Eri1
	Eri1
ENSMUSP00000147464	Eri1
ENSMUSP00000148099	Eri1
	Gm18272
	Gm7059
ENSMUSP00000154207	Zfp870
ENSMUSP00000157039	Zfp870
	Zfp870
ENSMUSP00000136197	Zfp870
	Gm4242
	Gm50051
	Gm18999
	Gm50357
ENSMUSP00000050478	Cyp4f14
ENSMUSP00000157006	Cyp4f14
ENSMUSP00000157036	Cyp4f14
ENSMUSP00000157156	Cyp4f14
ENSMUSP00000157346	Cyp4f14
ENSMUSP00000136139	Cyp4f14
	Gm21060
	Gm20762
ENSMUSP00000044135	Mfhas1
ENSMUSP00000147927	Mfhas1
	Mfhas1
ENSMUSP00000035181	Aste1
	Aste1
ENSMUSP00000149596	Aste1
ENSMUSP00000139429	Aste1
ENSMUSP00000135856	Aste1
ENSMUSP00000135318	Aste1
ENSMUSP00000139854	Aste1
	Aste1
	Aste1
	Aste1
ENSMUSP00000131164	Aste1
ENSMUSP00000025729	Tnks2
ENSMUSP00000159823	Tnks2
	Tnks2
	Tnks2
	Tnks2
ENSMUSP00000126888	Tnks2
ENSMUSP00000133253	Tnks2
ENSMUSP00000132440	Tnks2
	Tnks2
	Tnks2
	1700015I17Rik
	Gm55886
	Gm55887
ENSMUSP00000147162	Gm19410
	Gm45566
ENSMUSP00000049725	Cldn23
ENSMUSP00000147260	Cldn23
	5430403N17Rik
	Gm55890
	5730424H11Rik
	Rps12-ps24
	4930423K06Rik
	Gm10384
ENSMUSP00000106118	Prag1
	Prag1
	Prag1
	Gm36738
	Gm36738
	Gm36738
	Gm10863
	Gm10863
	Gm10863
	Gm10863
	Gm10863
	Gm10863
	Gm10863
	Gm10863
	Gm10863
	Gm10863
	Gm38414
	Gm38414
	Gm22295
	9530034A14Rik
ENSMUSP00000052968	Lenep
	Gm39164
	Gm39164
	D530037P16Rik
	4933430A20Rik
	Gm35520
ENSMUSP00000065743	Cept1
ENSMUSP00000112509	Cept1
ENSMUSP00000037277	Cept1
ENSMUSP00000142097	Cept1
ENSMUSP00000118343	Cept1
ENSMUSP00000115898	Cept1
ENSMUSP00000122460	Cept1
	Gm45843
	Gm45843
	Gm56729
	Gm56730
	Gm41291
ENSMUSP00000158932	Lonrf1
ENSMUSP00000066403	Lonrf1
	2810001A02Rik
	Gm56731
ENSMUSP00000143369	Scap
	Scap
ENSMUSP00000095953	Scap
ENSMUSP00000143710	Scap
ENSMUSP00000142919	Scap
ENSMUSP00000142458	Scap
	Scap
	Scap
	Scap
	Scap
	Gm32885
	Gm32885
	Gm32885
	Gm32885
	Gm32885
	Gm32885
	Gm32885
	Gm32885
	Gm41331
	Gm41331
	Gm41331
	Gm34794
	Gm34794
	Gm34794
	Gm16006
	Gm5787
	Gm56732
	Gm56732
	Gm56732
	Gm56732
	Gm26150
	Gm19140
ENSMUSP00000120524	Trmt9b
ENSMUSP00000119912	Trmt9b
ENSMUSP00000119288	Trmt9b
	Trmt9b
ENSMUSP00000127875	Trmt9b
	Gm56734
	1700120C14Rik
	1700120C14Rik
	1700120C14Rik
	1700120C14Rik
	1700120C14Rik
	1700120C14Rik
	Gm35920
	1810021B22Rik
	1810021B22Rik
	1810021B22Rik
	1810021B22Rik
	1810021B22Rik
	1810021B22Rik
ENSMUSP00000036382	Slx9
ENSMUSP00000151768	Slx9
	Slx9
ENSMUSP00000057368	Camk2n2
	Gm56736
	Gm48655
	Gm56737
ENSMUSP00000003898	Ece2
	Ece2
ENSMUSP00000114039	Ece2
ENSMUSP00000119693	Ece2
	Ece2
ENSMUSP00000120239	Ece2
	Ece2
	Gm54433
ENSMUSP00000114103	Rabgef1
ENSMUSP00000119245	Rabgef1
ENSMUSP00000112537	Rabgef1
ENSMUSP00000026390	Rabgef1
	Rabgef1
	Rabgef1
	Rabgef1
	Rabgef1
ENSMUSP00000118590	Rabgef1
	Gm56738
	Gm56738
	Gm56738
ENSMUSP00000082500	Brms1l
	Brms1l
	Brms1l
ENSMUSP00000151316	Brms1l
	Brms1l
	Brms1l
	Brms1l
	Gm56739
	Gm56740
ENSMUSP00000000299	Itgb2
ENSMUSP00000119657	Itgb2
ENSMUSP00000118191	Itgb2
ENSMUSP00000137865	Itgb2
ENSMUSP00000137734	Itgb2
	Gm56741
	Gm56742
	Gm2682
	Gm2682
	Gm2682
	Gm2682
	Gm2682
	Gm2682
	Gm2682
	Gm2682
	Gm2682
	Gm2682
	Gm2682
	Gm2682
	Gm2682
ENSMUSP00000077072	Mlf1
	Mlf1
ENSMUSP00000141208	Mlf1
ENSMUSP00000058596	Mlf1
ENSMUSP00000016638	Cd34
ENSMUSP00000106439	Cd34
	Cd34
	Cd34
ENSMUSP00000141884	Cd34
ENSMUSP00000033923	Dlc1
ENSMUSP00000096425	Dlc1
ENSMUSP00000132812	Dlc1
	Dlc1
	Dlc1
	Dlc1
	Dlc1
	Dlc1
ENSMUSP00000137498	Dlc1
	Gm19277
	Gm19277
	Gm19277
	Gm19277
	Gm19277
	Gm19277
ENSMUSP00000074733	Cyp4f13
ENSMUSP00000123282	Cyp4f13
	Cyp4f13
ENSMUSP00000123495	Cyp4f13
	Cyp4f13
	Cyp4f13
ENSMUSP00000157120	Cyp4f13
ENSMUSP00000157023	Cyp4f13
ENSMUSP00000157210	Cyp4f13
ENSMUSP00000117168	Cyp4f13
ENSMUSP00000118919	Cyp4f13
	Cyp4f13
	Cyp4f13
	Cyp4f13
	5830462I19Rik
ENSMUSP00000003501	Elavl3
ENSMUSP00000150771	Elavl3
ENSMUSP00000149816	Elavl3
	Gm56743
	A830021M18Rik
	Gm49477
	Gm49477
	Gm49477
	Gm56744
	Gm56745
	Gm56745
	Gm56745
	Gm56745
	Gm32840
	Gm32840
	Gm32840
	Gm32840
	Gm32840
	Gm32840
	Gm32840
	Gm32840
	Gm32840
	Gm32840
	Gm32840
	Gm32840
ENSMUSP00000159137	Fgfbp3
ENSMUSP00000059682	Fgfbp3
	Gm17753
	Gm17753
	Gm17753
	Gm17753
	4930449E18Rik
	Gm22296
	Gm46329
	Gm54399
	B230217O12Rik
	B230217O12Rik
	B230217O12Rik
	B230217O12Rik
	B230217O12Rik
	Gm27825
ENSMUSP00000106299	Sstr1
ENSMUSP00000026133	Pycr1
ENSMUSP00000114863	Pycr1
ENSMUSP00000120558	Pycr1
ENSMUSP00000117737	Pycr1
	Pycr1
ENSMUSP00000131199	Pycr1
	Tdg-ps
	Gm46525
	Gm46524
	Gm50270
ENSMUSP00000149314	Gm49318
	Gm28023
ENSMUSP00000048903	Fhip2a
ENSMUSP00000159825	Fhip2a
ENSMUSP00000157398	Fhip2a
	Gm54400
ENSMUSP00000054451	Clec14a
ENSMUSP00000039580	Ptpn23
ENSMUSP00000142930	Ptpn23
	Ptpn23
	Ptpn23
ENSMUSP00000155031	Cyp2d12
	Cyp2d12
ENSMUSP00000071064	Cyp2d12
	Cyp2d12
	Cyp2d12
ENSMUSP00000154885	Cyp2d12
ENSMUSP00000154856	Cyp2d12
	Gm56511
	Gm46362
	9430078K24Rik
	9430078K24Rik
	9430078K24Rik
ENSMUSP00000051366	Flad1
ENSMUSP00000122252	Flad1
ENSMUSP00000103049	Flad1
ENSMUSP00000103052	Flad1
ENSMUSP00000125654	Flad1
	Gm56515
	Gm5654
	Gm56520
	Gm8275
	Gm36660
	Gm47752
ENSMUSP00000021552	Zfp36l1
ENSMUSP00000151682	Zfp36l1
ENSMUSP00000151269	Zfp36l1
ENSMUSP00000039914	Asic3
	Asic3
ENSMUSP00000143083	Asic3
	Asic3
ENSMUSP00000142593	Asic3
	Gm56530
	Gm56530
	Gm56519
	1300014J16Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
	2310015A10Rik
ENSMUSP00000009435	Pttg1ip
	Pttg1ip
	Pttg1ip
ENSMUSP00000125094	Pttg1ip
ENSMUSP00000124457	Pttg1ip
ENSMUSP00000124652	Pttg1ip
ENSMUSP00000124313	Pttg1ip
ENSMUSP00000124774	Pttg1ip
	Pttg1ip
	Pttg1ip
	Gm55912
ENSMUSP00000036514	Zfp472
ENSMUSP00000157247	Zfp472
	Gm16897
	Gm54412
	Cyp2d33-ps
ENSMUSP00000021554	Actn1
	Actn1
ENSMUSP00000127176	Actn1
	Actn1
	Actn1
	Actn1
	Actn1
	Gm32250
	Zfp952
ENSMUSP00000157376	Zfp952
ENSMUSP00000084949	Zfp952
ENSMUSP00000123066	Zfp952
	Gm37334
ENSMUSP00000122596	Tefm
ENSMUSP00000059304	Tefm
ENSMUSP00000114770	Tefm
	9630010A21Rik
	Gm49429
	Zfp653
ENSMUSP00000045895	Zfp653
ENSMUSP00000137064	Zfp653
	Zfp653
	Cyp2d34-ps
	Rbm44
ENSMUSP00000140854	Rbm44
ENSMUSP00000092286	Rbm44
	Rbm44
	Gm54413
ENSMUSP00000105141	Cyp2d34
	Cyp2d34
ENSMUSP00000155117	Cyp2d34
ENSMUSP00000084936	Zfp763
	Zfp763
ENSMUSP00000158986	Myadml2
ENSMUSP00000026134	Myadml2
	Myadml2
ENSMUSP00000029679	Cks1b
ENSMUSP00000103045	Cks1b
ENSMUSP00000138900	Cks1b
ENSMUSP00000030814	Cdk5
ENSMUSP00000142413	Cdk5
	Cdk5
ENSMUSP00000118809	Zfp563
ENSMUSP00000119142	Zfp563
ENSMUSP00000121678	Zfp563
	Gm19040
	Myadml2os
	Gm53039
	Gm49431
ENSMUSP00000020501	Sumo3
ENSMUSP00000133308	Sumo3
ENSMUSP00000134416	Sumo3
ENSMUSP00000133466	Sumo3
ENSMUSP00000097136	Sumo3
ENSMUSP00000134676	Sumo3
ENSMUSP00000133789	Sumo3
	Sumo3
	Gm44332
ENSMUSP00000159523	Cyp2d13
ENSMUSP00000158952	Cyp2d13
ENSMUSP00000020608	Ppp2ca
	Ppp2ca
	Gm44331
ENSMUSP00000064594	Klhdc10
ENSMUSP00000069669	Klhdc10
ENSMUSP00000143839	Klhdc10
ENSMUSP00000145063	Klhdc10
ENSMUSP00000145442	Klhdc10
ENSMUSP00000144878	Klhdc10
	Klhdc10
	Gm54414
	Gm56690
ENSMUSP00000076503	Gfm1
	Gfm1
	Gfm1
	Cyp2d35-ps
	Gm7776
ENSMUSP00000128679	Ramp1
ENSMUSP00000139720	Ramp1
ENSMUSP00000095253	Ramp1
	Cyp2d36-ps
	Cyp2d39-ps
	Gm50271
	Gm49433
ENSMUSP00000026073	Trub1
ENSMUSP00000026072	Trub1
	Trub1
ENSMUSP00000157924	Trub1
	Morc2b
ENSMUSP00000056879	Morc2b
ENSMUSP00000123354	Morc2b
ENSMUSP00000060524	Cyp2d40
	Cyp2d40
ENSMUSP00000035061	Ngp
ENSMUSP00000153707	Or10h1b
ENSMUSP00000150511	Or10h1b
ENSMUSP00000153803	Or10h1b
ENSMUSP00000111680	Or10h1b
	4930444M15Rik
	6230400D17Rik
	6230400D17Rik
	6230400D17Rik
	Gm16845
	Gm16845
ENSMUSP00000077972	Grsf1
ENSMUSP00000108860	Grsf1
	Grsf1
ENSMUSP00000123051	Grsf1
ENSMUSP00000114732	Grsf1
ENSMUSP00000115589	Grsf1
	Grsf1
	Gm55944
	Gm56768
	Mir3061
ENSMUSP00000077384	Or2y8
	Otx2os1
	Otx2os1
	Otx2os1
	Otx2os1
	Otx2os1
	Otx2os1
	Otx2os1
	Otx2os1
	Otx2os1
	Otx2os1
	Otx2os1
ENSMUSP00000150882	Or10h1
ENSMUSP00000154277	Or10h1
ENSMUSP00000129451	Or10h1
ENSMUSP00000141771	Nme7
ENSMUSP00000141963	Nme7
	Nme7
	Nme7
ENSMUSP00000141431	Nme7
	Nme7
	Nme7
	Nme7
	Nme7
ENSMUSP00000083192	Nme7
	Cyp2d41-ps
ENSMUSP00000117725	Zpr1
ENSMUSP00000123437	Zpr1
ENSMUSP00000110199	Zpr1
	Zpr1
	Zpr1
	Zpr1
ENSMUSP00000021050	Adap2
ENSMUSP00000130731	Adap2
ENSMUSP00000150267	Or10h5
ENSMUSP00000146792	Or10h5
ENSMUSP00000150517	Or10h5
ENSMUSP00000150573	Or10h5
ENSMUSP00000127247	Or10h5
	Gm54421
ENSMUSP00000006094	Cyp2d26
ENSMUSP00000155717	Cyp2d26
ENSMUSP00000155850	Cyp2d26
	Cyp2d26
ENSMUSP00000008830	Zfp955a
	Or10h28
ENSMUSP00000150323	Or10h28
ENSMUSP00000067207	Or10h28
	Gm6067
	Gm7123
ENSMUSP00000060732	Lxn
	Lxn
	Lxn
	Gm47765
	Gm14898
	Gm14899
	Gm47767
ENSMUSP00000097011	Zfp955b
	Zfp955b
	Gm14900
	Gm6335
	Gm47766
	Mir1843a
	Scarna3b
	G630064G18Rik
	Scarna3b
	Gm16573
	Gm16573
	Gm16573
	Gm16573
	Gm16573
	Gm5393
	1700085C21Rik
ENSMUSP00000096424	AI429214
	Zfp422-ps
	4930423C22Rik
	Gm45690
ENSMUSP00000100756	Spin2j
	Gm31308
ENSMUSP00000050728	Zfp81
ENSMUSP00000157222	Zfp81
ENSMUSP00000157178	Zfp81
	Gm49435
	Gm10683
	Gm29530
	Ccnq-ps4
ENSMUSP00000158732	Btbd35f22
	Gm7086
	4933436F18Rik
	Gm45524
	1700030I03Rik
	Gm3433
ENSMUSP00000122598	Dpf3
ENSMUSP00000136280	Dpf3
ENSMUSP00000120700	Dpf3
ENSMUSP00000122004	Dpf3
ENSMUSP00000121199	Dpf3
ENSMUSP00000137477	Dpf3
	Gm7319
	Gm56769
	Gm49390
	Gm49390
	Gm49390
	Gm49390
	Gm49390
	Gm49390
	Gm49390
	Gm49390
	Gm49390
	Spin2-ps10
	Gm42568
	
ENSMUSP00000056728	Rarres1
	Gm45523
ENSMUSP00000136429	Btbd35f2
	Gm45522
ENSMUSP00000137428	Btbd35f29
	1700065I16Rik
ENSMUSP00000158704	Spin2f
ENSMUSP00000158768	Spin2f
	Gm25126
	Adap2os
	Gm45368
	Gm45368
	Zfp101
ENSMUSP00000132508	Zfp101
ENSMUSP00000133873	Zfp101
ENSMUSP00000134459	Zfp101
	Zfp101
	1700065I16Rik
	1700065I16Rik
	Gm6203
ENSMUSP00000158617	Btbd35f26
	Gm35299
	Gm34499
	Gm34499
	Gm34499
	Gm34499
	Gm12206
	4930402C01Rik
	Gm25919
ENSMUSP00000075241	Or2y6
	Gm15280
	Gm45654
	Gm15276
ENSMUSP00000158776	Btbd35f19
ENSMUSP00000143306	Znhit6
ENSMUSP00000096136	Znhit6
ENSMUSP00000143259	Znhit6
ENSMUSP00000143376	Znhit6
ENSMUSP00000142642	Znhit6
ENSMUSP00000143484	Znhit6
	Znhit6
	Gsdmcl1
ENSMUSP00000117250	Sgcz
ENSMUSP00000113912	Sgcz
	3110083C13Rik
	3110083C13Rik
ENSMUSP00000158691	Spin2e
ENSMUSP00000158816	Spin2e
ENSMUSP00000017839	Rnf135
	Rnf135
ENSMUSP00000134357	Gm49325
	Gsdmcl1
	4930447J18Rik
	4930447J18Rik
	4930447J18Rik
	4930447J18Rik
	6720468P15Rik
	6720468P15Rik
	6720468P15Rik
	6720468P15Rik
	6720468P15Rik
	6720468P15Rik
	6720468P15Rik
	Mir6943
ENSMUSP00000046776	Prr7
ENSMUSP00000158683	Btbd35f25
ENSMUSP00000133515	Ube2g2
ENSMUSP00000134670	Ube2g2
ENSMUSP00000134208	Ube2g2
ENSMUSP00000134397	Ube2g2
	Ube2g2
	Gm49303
	Gm49304
ENSMUSP00000117689	Tex16
	Gsdmcl2
	Gm49305
	Gm13652
ENSMUSP00000021950	Dbn1
ENSMUSP00000105549	Dbn1
ENSMUSP00000105547	Dbn1
	Dbn1
	Dbn1
	Dbn1
ENSMUSP00000122574	Dbn1
	Dbn1
	Dbn1
	Gm49306
ENSMUSP00000147202	Gm45194
ENSMUSP00000146668	Gm45194
	Gm6055
	Gsdmcl2
	Gsdmcl2
	Gsdmcl2
	Gm16205
ENSMUSP00000099917	Cstad
	Cstad
	Gm16204
	9530086P17Rik
	Gm49310
	Mir383
ENSMUSP00000121926	Tex16
	Gm40493
	Gm49307
ENSMUSP00000101783	Notum
ENSMUSP00000101784	Notum
	Notum
ENSMUSP00000122788	Notum
	Mob1b
ENSMUSP00000108855	Mob1b
ENSMUSP00000006424	Mob1b
	Mob1b
ENSMUSP00000134564	Actl9
	Gm5609
	Gm6498
	Gm12891
	Gm14990
	Gm13025
ENSMUSP00000026021	Msr1
ENSMUSP00000132535	Msr1
ENSMUSP00000147644	Msr1
	Msr1
	Msr1
	4930517E11Rik
	1700128I11Rik
	Gm14995
ENSMUSP00000159029	Nfilz
	Gsdmcl-ps
	9330198N18Rik
	Gm54791
	Gm18962
ENSMUSP00000071994	Kir3dl2
ENSMUSP00000108732	Kir3dl2
	Gm55984
ENSMUSP00000133434	Adamts10
ENSMUSP00000084905	Adamts10
ENSMUSP00000134298	Adamts10
ENSMUSP00000157264	Adamts10
	Adamts10
ENSMUSP00000134549	Adamts10
ENSMUSP00000157014	Adamts10
ENSMUSP00000134181	Adamts10
ENSMUSP00000133891	Adamts10
ENSMUSP00000133856	Adamts10
	Adamts10
	Adamts10
	Adamts10
	Adamts10
	Adamts10
	Mfsd2a
ENSMUSP00000030408	Mfsd2a
	Mfsd2a
ENSMUSP00000116782	Mfsd2a
	Gm3534
	4930583P06Rik
	Gm37411
	Gm14486
	Gm14486
ENSMUSP00000123931	Cd46
	Cd46
ENSMUSP00000123901	Cd46
	Cd46
ENSMUSP00000072894	Peli2
ENSMUSP00000159539	Peli2
ENSMUSP00000154648	Peli2
ENSMUSP00000154335	Peli2
	Peli2
	Peli2
ENSMUSP00000154661	Peli2
	Peli2
	Peli2
	Gsdmcl-ps
	Gsdmcl-ps
	Gsdmcl-ps
	Gm13994
	A330043C09Rik
	Rps6-ps4
	Mir3089
	Gm13653
	Gm18494
	Gm37243
	Gm32932
	Gm13658
	Gm13660
	Gm50279
	Gm50285
	Gm13655
	Mir1930
	Gm18119
	Gm24574
	Gm50286
	Gm56649
ENSMUSP00000029178	Ctnnbl1
	Ctnnbl1
	Ctnnbl1
	Ctnnbl1
	Gm48160
	Neat1
	Neat1
	Neat1
	Neat1
	Apol10c-ps
	
ENSMUSP00000090020	Tspear
	Tspear
	Tspear
	Gm5477
	
	Ly6a2
	Frmd8os
	Frmd8os
	Frmd8os
	Gm56661
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Malat1
	Ly6a2
	Ly6a2
	Ly6a2
	Ly6a2
	Ly6a2
	Ly6a2
	Gm15682
ENSMUSP00000137424	Ecsit
ENSMUSP00000136247	Ecsit
ENSMUSP00000135936	Ecsit
	Ecsit
ENSMUSP00000096537	Ecsit
ENSMUSP00000031311	Dck
	Dck
ENSMUSP00000136066	Gm19402
	4933421A08Rik
	Cyp2d37-ps
	Gm14991
ENSMUSP00000151808	Gm9508
ENSMUSP00000117232	Mycl
ENSMUSP00000101859	Mycl
ENSMUSP00000030407	Mycl
	Mycl
	Mycl
ENSMUSP00000130969	Gpr137
ENSMUSP00000157999	Gpr137
ENSMUSP00000097362	Gpr137
	Gpr137
